                  num Nodes  Wall tot
=====================================
total...............      2     318.1

                  num Nodes  Wall max  Wall min  Wall avg
=========================================================
total...............      2     318.1     318.1     318.1
findInternal........      2  1.58e-05  1.16e-05  1.37e-05
findPeriodic........      2 2.647e-05 2.147e-05 2.397e-05
readData............      2     208.3     208.3     208.3
particleBC..........      2     3.773     3.435     3.604
updateParticle......      2     33.82     17.96     25.89
locateParticles.....      2     12.87     11.04     11.96
sendPreprocess......      2     2.983    0.4435     1.713
particleSend........      2     2.505     1.868     2.186
particleDestroy.....      2    0.9912    0.9419    0.9665
particleRecv........      2     17.64    0.4807      9.06
solveWarmup.........      2     1.231     1.122     1.177
scatter.............      2     6.295     5.283     5.789
accumulateHalo......      2     1.812    0.8353     1.324
solve...............      2     42.33     42.12     42.23
fillHalo............      2     1.061     0.914    0.9873
gather..............      2      2.59     2.358     2.474
dumpData............      2     3.503     3.125     3.314
pushVelocity........      2     3.756      3.36     3.558
pushPosition........      2      1.86     1.684     1.772
update..............      2     38.63     38.25     38.44
loadBalance.........      2         0         0         0
