                  num Nodes  Wall tot
=====================================
total...............      8 1.326e+04

                  num Nodes  Wall max  Wall min  Wall avg
=========================================================
total...............      8 1.326e+04 1.326e+04 1.326e+04
findInternal........      8 2.233e-05 1.765e-05 1.922e-05
findPeriodic........      8 2.629e-05 2.356e-05 2.483e-05
Read Data...........      8     99.97     99.96     99.96
particleBC..........      8     14.82     11.22     12.93
updateParticle......      8     435.3       142     276.2
locateParticles.....      8     33.15     16.99     23.56
sendPreprocess......      8     113.7     91.72     104.4
particleSend........      8     191.4     6.199      46.6
particleDestroy.....      8      1.85     1.537     1.658
particleRecv........      8     302.4     1.848     99.98
solveWarmup.........      8     25.47     25.14     25.38
scatter.............      8     78.35     56.32     65.23
accumulateHalo......      8     25.06     4.167     16.41
solve...............      8 1.241e+04 1.239e+04  1.24e+04
fillHalo............      8     48.67     30.05     39.54
gather..............      8     65.73     50.04     55.89
dumpData............      8     24.42     4.481     16.72
pushVelocity........      8     17.08     13.38     15.07
pushPosition........      8     7.331     5.832     6.526
update..............      8     494.7     492.3     493.4
loadBalance.........      8         0         0         0
