                  num Nodes  Wall tot
=====================================
total...............      2      4.71

                  num Nodes  Wall max  Wall min  Wall avg
=========================================================
total...............      2      4.71      4.71      4.71
findInternal........      2 1.506e-05 1.061e-05 1.283e-05
findPeriodic........      2 2.542e-05 2.012e-05 2.277e-05
readData............      2    0.3813    0.3813    0.3813
particleBC..........      2   0.01223   0.01193   0.01208
updateParticle......      2     1.449    0.3794    0.9142
locateParticles.....      2    0.0614   0.06018   0.06079
sendPreprocess......      2    0.1183    0.1133    0.1158
particleSend........      2   0.09288   0.07971   0.08629
particleDestroy.....      2   0.04748   0.03923   0.04335
particleRecv........      2     1.147   0.05161    0.5991
solveWarmup.........      2   0.05479    0.0546   0.05469
scatter.............      2   0.01788   0.01743   0.01766
accumulateHalo......      2    0.7046    0.6888    0.6967
solve...............      2     1.126      1.12     1.123
fillHalo............      2    0.7126    0.7063    0.7094
gather..............      2   0.01229   0.01216   0.01223
dumpData............      2   0.08641   0.07177   0.07909
pushVelocity........      2   0.01728   0.01662   0.01695
pushPosition........      2  0.008171  0.008084  0.008128
update..............      2     1.449     1.449     1.449
loadBalance.........      2         0         0         0
