                  num Nodes  Wall tot
=====================================
total...............      2     2.618

                  num Nodes  Wall max  Wall min  Wall avg
=========================================================
total...............      2     2.618     2.618     2.618
findInternal........      2 1.751e-05 1.143e-05 1.447e-05
findPeriodic........      2 2.651e-05 2.112e-05 2.382e-05
readData............      2  0.006202  0.006196  0.006199
particleBC..........      2    0.0105   0.01029   0.01039
updateParticle......      2    0.2797    0.2379    0.2588
locateParticles.....      2   0.04725   0.04678   0.04702
sendPreprocess......      2    0.1174    0.1145     0.116
particleSend........      2   0.03548   0.01315   0.02431
particleDestroy.....      2   0.01824  0.005968    0.0121
particleRecv........      2   0.09064   0.01023   0.05043
solveWarmup.........      2   0.06174   0.06172   0.06173
scatter.............      2  0.007937  0.007769  0.007853
accumulateHalo......      2    0.7465    0.7073    0.7269
solve...............      2    0.4983    0.4971    0.4977
fillHalo............      2    0.7454    0.7057    0.7256
gather..............      2  0.008206  0.007898  0.008052
dumpData............      2    0.1499    0.1095    0.1297
pushVelocity........      2   0.01501   0.01426   0.01463
pushPosition........      2  0.007124  0.006886  0.007005
update..............      2    0.2929    0.2924    0.2927
loadBalance.........      2         0         0         0
