                  num Nodes  Wall tot
=====================================
total...............      8     4.087

                  num Nodes  Wall max  Wall min  Wall avg
=========================================================
total...............      8     4.087     3.987     4.028
findInternal........      8 4.589e-05 3.725e-05 4.106e-05
findPeriodic........      8 6.219e-05 4.928e-05 5.372e-05
readData............      8  0.004552  0.004532  0.004539
particleBC..........      8   0.01186  0.009851   0.01042
updateParticle......      8    0.3907    0.3501    0.3661
locateParticles.....      8   0.04875   0.04505   0.04634
sendPreprocess......      8    0.2505    0.2426    0.2474
particleSend........      8   0.03464   0.02028   0.02541
particleDestroy.....      8   0.01399  0.007216    0.0104
particleRecv........      8   0.06016  0.006985   0.02799
solveWarmup.........      8    0.1919    0.1918    0.1919
scatter.............      8  0.008333  0.007567  0.007826
accumulateHalo......      8     1.041    0.9779     1.012
solve...............      8     1.035     1.012     1.022
fillHalo............      8     1.033    0.9734     1.006
gather..............      8  0.008176  0.007579  0.007957
dumpData............      8    0.1261   0.06757   0.09868
pushVelocity........      8   0.01485   0.01347   0.01408
pushPosition........      8  0.007503   0.00676  0.006976
update..............      8     0.437    0.4344     0.436
loadBalance.........      8         0         0         0
