x,y,vx,vy
1.51677,2.98898,0.0345962,-0.998547
1.17933,1.24377,-0.69309,-0.534012
1.60347,2.84969,0.454833,-0.947579
1.80167,2.34951,0.890252,-0.583488
1.24341,1.48615,-0.999014,-0.692282
1.17118,2.86072,0.42368,-0.5122
1.07848,2.22179,0.641682,-0.244066
1.79524,2.62555,0.923127,-0.599757
1.37965,2.22295,0.644511,-0.929265
1.22603,1.61501,-0.935329,-0.651841
1.47898,2.17912,0.53344,-0.997765
1.98213,2.4841,0.998664,-0.0561005
1.80862,2.86708,0.405536,-0.565633
1.1942,2.025,0.078438,-0.572895
1.26616,2.55165,0.986786,-0.742039
1.48793,1.39743,-0.948436,-0.999195
1.90032,2.65601,0.882211,-0.308046
1.00523,1.87597,-0.379823,-0.0164434
1.52502,2.47637,0.997155,-0.996859
1.03094,1.54435,-0.990201,-0.0970479
1.69703,2.17657,0.526667,-0.814409
1.80892,1.65031,-0.890509,-0.564847
1.19555,1.954,-0.144001,-0.57638
1.17893,2.81369,0.552419,-0.53295
1.60544,2.88541,0.352224,-0.945555
1.62392,2.7514,0.703927,-0.925071
1.92673,1.60618,-0.944783,-0.228137
1.93744,2.0024,0.00752451,-0.195251
1.54063,1.43643,-0.98002,-0.991808
1.73997,2.23538,0.673821,-0.728953
1.89681,1.80218,-0.58218,-0.318506
1.53276,2.43856,0.981323,-0.994653
1.11967,1.87185,-0.391784,-0.367121
1.33055,1.72178,-0.76691,-0.861557
1.13384,2.75726,0.690772,-0.40817
1.11967,1.68982,-0.827356,-0.367118
1.72147,1.16916,-0.506699,-0.767535
1.39897,1.72541,-0.759482,-0.949988
1.07921,1.70462,-0.800331,-0.246262
1.80222,2.23842,0.680882,-0.58208
1.01786,1.17563,-0.524141,-0.0560797
1.47188,2.41573,0.965052,-0.996024
1.54416,1.73044,-0.749138,-0.990286
1.91977,2.12103,0.37111,-0.24937
1.50995,2.37489,0.923661,-0.999469
1.18788,2.40852,0.958877,-0.556547
1.05359,2.63083,0.916663,-0.167542
1.42021,2.94623,0.168109,-0.968637
1.90411,2.92786,0.224679,-0.296697
1.3915,2.40668,0.957231,-0.942416
1.39642,2.81306,0.55406,-0.947412
1.43846,2.94549,0.170398,-0.981311
1.06812,1.03334,-0.104539,-0.212354
1.57789,2.50879,0.999512,-0.970114
1.41036,1.96423,-0.112146,-0.960508
1.77188,1.22024,-0.637978,-0.656796
1.67027,2.74563,0.716672,-0.860222
1.5665,1.59944,-0.951491,-0.978172
1.4592,1.1915,-0.565903,-0.991686
1.05824,2.37903,0.928573,-0.181914
1.62198,2.17062,0.510675,-0.927375
1.79746,2.68923,0.828354,-0.594173
1.54616,2.80589,0.572664,-0.9894
1.34293,2.08957,0.277681,-0.880616
1.63243,2.82935,0.510759,-0.914593
1.35489,2.01232,0.038698,-0.897788
1.72459,2.523,0.997309,-0.761165
1.3095,2.95305,0.146969,-0.826108
1.28321,2.35952,0.904095,-0.776853
1.95118,1.79303,-0.605309,-0.152771
1.07475,1.94839,-0.161434,-0.232645
1.72295,2.05204,0.162752,-0.764505
1.88782,1.92644,-0.229015,-0.345137
1.16492,2.08954,0.277602,-0.495211
1.81887,2.88085,0.365596,-0.538755
1.15296,1.84319,-0.472891,-0.462197
1.96765,2.56776,0.977362,-0.101445
1.31156,2.1293,0.395124,-0.829748
1.0976,2.21117,0.615735,-0.301808
1.10377,1.64853,-0.892998,-0.320233
1.64095,2.89997,0.309074,-0.903468
1.83417,2.07703,0.239631,-0.497673
1.58728,2.98309,0.0531043,-0.96258
1.60568,1.38305,-0.933187,-0.945306
1.66533,2.75662,0.692213,-0.868044
1.32166,2.57503,0.972271,-0.847082
1.44034,1.11324,-0.34825,-0.982414
1.26013,2.45759,0.991061,-0.729197
1.88847,1.30051,-0.809867,-0.343234
1.38094,1.92516,-0.232947,-0.930754
1.71276,2.7581,0.68883,-0.784764
1.33772,2.41327,0.963031,-0.872789
1.64073,2.99415,0.0183776,-0.903752
1.93407,1.88508,-0.353211,-0.205624
1.43714,1.57271,-0.973981,-0.980471
1.31799,2.55367,0.985756,-0.840828
1.67505,1.4916,-0.99955,-0.852512
1.30114,1.00067,-0.00210618,-0.811024
1.58265,1.71471,-0.780939,-0.966381
1.30836,2.04563,0.142848,-0.82409
1.22303,2.30458,0.817315,-0.64465
1.97425,2.56882,0.976677,-0.0808012
1.84649,2.36888,0.916247,-0.463752
1.69895,1.22246,-0.6433,-0.810889
1.36185,2.18443,0.547498,-0.907223
1.38685,2.88438,0.355255,-0.937387
1.6768,1.80075,-0.585847,-0.849584
1.01758,1.64104,-0.903338,-0.0552046
1.45388,2.49711,0.999891,-0.989452
1.97617,2.53328,0.994429,-0.0747884
1.80804,1.19254,-0.568604,-0.567129
1.07362,2.51555,0.998717,-0.229191
1.91282,1.54503,-0.989901,-0.270451
1.18853,2.20796,0.607796,-0.558224
1.55378,2.22984,0.660883,-0.985656
1.2665,2.39745,0.948479,-0.742768
1.53595,1.14386,-0.43667,-0.993528
1.38806,1.68723,-0.831843,-0.938698
1.32072,1.05693,-0.177884,-0.845478
1.46459,1.64575,-0.89689,-0.993728
1.62914,1.96427,-0.112018,-0.918748
1.16918,2.77315,0.653818,-0.506768
1.58427,1.50987,-0.999481,-0.965056
1.95037,1.60742,-0.943493,-0.155282
1.07752,1.57883,-0.969412,-0.241113
1.53258,2.80709,0.569555,-0.994704
1.97658,1.71174,-0.786729,-0.0734887
1.9002,1.01834,-0.0575706,-0.308387
1.48254,1.01139,-0.0357629,-0.998385
1.51147,2.19814,0.582991,-0.999265
1.73256,1.99244,-0.0237318,-0.744681
1.13138,1.31009,-0.827148,-0.401097
1.67225,1.16196,-0.487094,-0.857037
1.08684,2.91607,0.260615,-0.269429
1.78193,2.46473,0.993775,-0.632678
1.08346,2.43358,0.978225,-0.259165
1.17752,1.5153,-0.998745,-0.529166
1.3618,1.13126,-0.400734,-0.907151
1.05804,1.13203,-0.40295,-0.181311
1.89907,2.48781,0.999167,-0.311772
1.03739,2.3306,0.86161,-0.117177
1.07964,1.02609,-0.0818493,-0.247567
1.71679,1.86963,-0.398181,-0.776816
1.03197,2.99636,0.0114295,-0.100252
1.37862,2.25787,0.724296,-0.928086
1.62103,1.33051,-0.861498,-0.928504
1.73044,1.26234,-0.733909,-0.749137
1.86411,2.6086,0.942304,-0.414035
1.07521,1.63602,-0.91002,-0.234076
1.67373,1.85378,-0.443344,-0.854663
1.70123,2.65152,0.888729,-0.806648
1.93789,2.58484,0.964633,-0.19386
1.69337,2.5018,0.999872,-0.820999
1.47266,1.73423,-0.741185,-0.996219
1.49919,1.93646,-0.198261,-0.999891
1.98889,1.09589,-0.296686,-0.0348926
1.46974,2.7897,0.613605,-0.995418
1.68411,2.77536,0.648528,-0.837269
1.97184,1.90245,-0.301658,-0.088355
1.80097,1.3626,-0.908195,-0.585279
1.70558,1.69126,-0.824787,-0.798545
1.60645,2.65869,0.878188,-0.9445
1.46639,1.5427,-0.990932,-0.994319
1.35385,1.96682,-0.104043,-0.896366
1.45697,1.69435,-0.819239,-0.990782
1.24586,1.79209,-0.607677,-0.697783
1.58834,1.5595,-0.982478,-0.961694
1.96357,1.97101,-0.0909475,-0.114182
1.40725,1.94337,-0.176969,-0.95779
1.72384,2.79972,0.588435,-0.762699
1.0664,1.34401,-0.882243,-0.207059
1.86009,2.80437,0.576585,-0.425476
1.30909,1.85006,-0.453781,-0.825389
1.40009,1.55309,-0.986011,-0.951105
1.09419,2.75516,0.695492,-0.291589
1.98655,2.95453,0.14235,-0.0422384
1.17189,1.14548,-0.441236,-0.514103
1.62347,1.77186,-0.656842,-0.925609
1.39098,2.00078,0.00244115,-0.94185
1.83674,2.40147,0.952378,-0.490657
1.94535,1.26819,-0.746285,-0.170812
1.79118,1.06874,-0.214257,-0.609941
1.30468,1.95895,-0.128584,-0.817501
1.35211,2.1162,0.356956,-0.893934
1.53335,1.92669,-0.228277,-0.994479
1.16849,1.97027,-0.0932393,-0.504896
1.63137,2.52852,0.995921,-0.915939
1.65777,1.97456,-0.0798181,-0.879601
1.66278,1.81028,-0.561298,-0.871966
1.13509,2.53674,0.993292,-0.411749
1.60788,2.37823,0.927622,-0.943015
1.43612,1.48767,-0.99917,-0.979824
1.76045,1.89115,-0.335309,-0.683479
1.86866,2.88282,0.359866,-0.40097
1.43191,1.94105,-0.184131,-0.977156
1.942,2.60324,0.947759,-0.181189
1.65216,1.15439,-0.466192,-0.887835
1.20468,1.7706,-0.659829,-0.599576
1.74171,1.50542,-0.999744,-0.725199
1.31858,2.25471,0.717451,-0.841844
1.774,2.74975,0.707628,-0.651777
1.56734,2.52133,0.99771,-0.977606
1.36929,1.49518,-0.999814,-0.916812
1.54922,1.08661,-0.26875,-0.988026
1.49788,2.38267,0.932738,-0.999866
1.30099,1.9587,-0.129373,-0.810745
1.5979,1.73212,-0.745614,-0.952992
1.35042,2.47652,0.997186,-0.891507
1.73845,1.49617,-0.999833,-0.73224
1.21369,1.91447,-0.265454,-0.621964
1.38668,2.44026,0.982333,-0.937199
1.74846,2.4539,0.989426,-0.710446
1.56532,2.20383,0.597404,-0.97896
1.86774,1.99081,-0.0288753,-0.403611
1.72017,2.65836,0.878681,-0.77011
1.5915,2.869,0.400003,-0.958865
1.61218,1.14092,-0.428363,-0.938496
1.78516,2.89453,0.325274,-0.624821
1.79399,2.6386,0.906638,-0.602892
1.46198,2.96127,0.121373,-0.992813
1.23514,2.82952,0.510287,-0.673312
1.98013,1.75929,-0.686121,-0.0623944
1.07585,2.57557,0.971885,-0.236018
1.92596,2.13818,0.420569,-0.230502
1.93647,1.84982,-0.454439,-0.198228
1.47569,1.14403,-0.43716,-0.99698
1.37405,2.02181,0.0684683,-0.922639
1.94951,2.19803,0.5827,-0.157949
1.83515,1.96696,-0.103609,-0.495003
1.47741,1.45772,-0.991086,-0.997413
1.41799,1.18263,-0.542724,-0.966897
1.05554,1.94532,-0.170923,-0.173577
1.22797,2.63498,0.911328,-0.656479
1.17058,1.83177,-0.504235,-0.510564
1.25471,2.317,0.839184,-0.717413
1.87824,1.64323,-0.900421,-0.373239
1.61173,1.23179,-0.665454,-0.938994
1.55229,1.85238,-0.447276,-0.986429
1.78097,1.66523,-0.868197,-0.634992
1.60484,1.52994,-0.99547,-0.946184
1.46576,2.16544,0.496604,-0.994114
1.97992,2.09081,0.281427,-0.0630293
1.50926,1.80329,-0.579337,-0.999521
1.78549,1.48183,-0.998261,-0.624006
1.84067,1.25262,-0.712836,-0.479857
1.4188,1.15148,-0.458078,-0.967536
1.69503,2.8341,0.497879,-0.818013
1.46259,1.89071,-0.336611,-0.99306
1.86931,1.59905,-0.951871,-0.399094
1.60283,1.05538,-0.173083,-0.948203
1.70974,2.84424,0.469999,-0.790566
1.5288,1.92317,-0.239002,-0.9958
1.85603,2.21913,0.635238,-0.437009
1.19895,2.72071,0.768997,-0.585056
1.04873,1.031,-0.0972197,-0.152486
1.85815,2.02502,0.0785046,-0.430981
1.57882,2.72733,0.755563,-0.969414
1.64716,2.6329,0.914018,-0.894915
1.37282,1.27943,-0.769285,-0.921131
1.52905,1.74937,-0.708419,-0.995728
1.58932,2.8355,0.494081,-0.960815
1.36528,1.17602,-0.525167,-0.911669
1.22437,1.31801,-0.840876,-0.647882
1.06825,2.91359,0.268117,-0.212761
1.66331,1.90171,-0.303875,-0.871149
1.53799,2.28259,0.775583,-0.992778
1.5361,2.41245,0.962355,-0.993471
1.23217,2.56162,0.981257,-0.666338
1.13386,1.38576,-0.936214,-0.408225
1.66802,1.66211,-0.872995,-0.863828
1.27284,2.95165,0.151288,-0.755914
1.86439,1.22232,-0.642954,-0.413234
1.85978,1.15192,-0.459302,-0.426368
1.02629,2.9653,0.108782,-0.0824791
1.03174,1.78834,-0.616942,-0.0995429
1.75959,1.46334,-0.993319,-0.685433
1.19997,2.14531,0.440786,-0.587648
1.60171,1.84672,-0.463121,-0.949287
1.73589,2.49849,0.999936,-0.737688
1.81652,1.3409,-0.877568,-0.54498
1.08363,1.54741,-0.988845,-0.259695
1.32568,1.97351,-0.0831052,-0.853658
1.94273,1.13031,-0.397991,-0.178921
1.30243,2.86168,0.420961,-0.81339
1.65525,2.51511,0.998794,-0.883299
1.21698,2.67749,0.848463,-0.630029
1.08018,1.09969,-0.308072,-0.249209
1.01299,1.08878,-0.275288,-0.0407806
1.78083,2.22983,0.660864,-0.635354
1.10218,2.36263,0.908228,-0.315524
1.41647,1.2076,-0.606857,-0.965702
1.9845,2.69263,0.822347,-0.0486744
1.44879,2.6363,0.909614,-0.986998
1.17018,1.20077,-0.589669,-0.509465
1.9625,1.5955,-0.955272,-0.117514
1.67358,1.41319,-0.962941,-0.854912
1.74432,1.06486,-0.202327,-0.719563
1.2046,1.73111,-0.747733,-0.599374
1.84836,2.48468,0.998743,-0.458553
1.41663,1.22886,-0.658563,-0.96583
1.13431,1.0096,-0.0301423,-0.409519
1.68485,1.16827,-0.50429,-0.835985
1.3848,2.59188,0.958584,-0.935167
1.56807,2.17636,0.526122,-0.977114
1.40237,1.6013,-0.949686,-0.953238
1.35345,2.6812,0.842211,-0.895821
1.22828,1.61384,-0.936639,-0.657202
1.8292,1.7828,-0.630559,-0.511161
1.37823,1.2221,-0.642426,-0.927628
1.67332,2.58526,0.964277,-0.855316
1.50443,1.78969,-0.613603,-0.999801
1.09211,2.77299,0.654205,-0.285333
1.16232,1.74044,-0.727949,-0.488084
1.42293,1.38324,-0.933412,-0.970774
1.47904,1.3067,-0.821164,-0.997776
1.11198,1.30654,-0.820878,-0.344545
1.07201,2.87101,0.394192,-0.224297
1.39424,2.72226,0.765887,-0.94522
1.71519,1.01439,-0.0451932,-0.77999
1.80421,2.48534,0.998833,-0.576971
1.29929,1.02278,-0.07149,-0.807648
1.75356,2.83813,0.486834,-0.699124
1.42613,2.44616,0.985621,-0.973089
1.84037,1.2641,-0.737645,-0.480695
1.80821,1.74637,-0.715063,-0.566704
1.09423,1.31509,-0.835889,-0.291724
1.07225,2.30037,0.809636,-0.225012
1.68674,2.01914,0.060102,-0.832693
1.91397,1.74647,-0.714857,-0.266954
1.30629,2.06848,0.213448,-0.820423
1.91837,2.35088,0.892177,-0.253621
1.36628,2.53335,0.994407,-0.912956
1.32195,2.43399,0.978496,-0.847559
1.24331,1.32346,-0.85003,-0.692052
1.37278,1.82326,-0.527115,-0.921084
1.03214,1.77973,-0.638003,-0.100805
1.95232,2.51226,0.999177,-0.149207
1.7413,2.92607,0.230151,-0.726096
1.78308,1.82489,-0.522764,-0.629882
1.70858,2.31651,0.838347,-0.792794
1.40546,1.17741,-0.528876,-0.956117
1.25851,1.45713,-0.990846,-0.725718
1.07932,1.67621,-0.85057,-0.246589
1.30968,1.86662,-0.406834,-0.826423
1.92892,1.76719,-0.667861,-0.221433
1.70962,2.51119,0.99928,-0.790799
1.17057,2.62606,0.922501,-0.510525
1.12563,1.17169,-0.513571,-0.384486
1.31679,1.00985,-0.0309509,-0.838788
1.20045,2.66852,0.863022,-0.588858
1.97101,1.33165,-0.863285,-0.0909555
1,1,0,0
1.99608,3,8.75267e-17,-0.0123192
1.00784,1.00392,-0.0123183,-0.0246366
2.40229,2.06405,0.199855,0.953169
2.67621,2.56067,0.981849,0.850563
2.75012,1.10016,-0.309463,0.706791
2.22021,1.36465,-0.910844,0.637855
2.35006,1.51832,-0.998284,0.891024
2.42116,1.29567,-0.800861,0.969401
2.65713,1.92544,-0.232088,0.880531
2.34827,2.17604,0.525256,0.888466
2.7378,1.01488,-0.046728,0.733609
2.50873,1.05619,-0.175595,0.999518
2.85333,1.69758,-0.813421,0.444588
2.23093,1.20925,-0.610988,0.663467
2.50535,2.80528,0.574229,0.999804
2.64102,1.99684,-0.0099179,0.903371
2.1273,1.0677,-0.211072,0.389315
2.70655,2.56672,0.97802,0.796657
2.34605,1.90097,-0.3061,0.885204
2.31383,2.36544,0.911909,0.833698
2.96176,1.44203,-0.983361,0.119824
2.77111,2.80306,0.579932,0.658638
2.17105,1.03353,-0.105124,0.511836
2.75349,1.01527,-0.0479441,0.69924
2.62065,1.00391,-0.0122684,0.928921
2.57315,1.37028,-0.918019,0.973603
2.1572,2.44268,0.983776,0.473969
2.86913,2.8235,0.526439,0.399612
2.15485,2.4415,0.983078,0.467481
2.56962,2.06243,0.194866,0.976109
2.72017,2.90422,0.29636,0.770084
2.38479,1.03863,-0.121052,0.935111
2.25495,2.86,0.425738,0.717992
2.24507,2.1274,0.389613,0.695999
2.90864,2.3466,0.886012,0.283052
2.70851,1.85674,-0.434988,0.792958
2.69285,1.40329,-0.954098,0.821956
2.87757,1.45209,-0.98859,0.375183
2.49324,2.59942,0.951561,0.999666
2.11384,1.38816,-0.938797,0.350037
2.06964,1.64483,-0.898179,0.217027
2.02596,1.0474,-0.148368,0.0814707
2.17668,2.60199,0.949021,0.526961
2.99806,1.69366,-0.82047,0.00610217
2.20272,2.43548,0.979488,0.594605
2.98431,2.15766,0.47525,0.0492612
2.94016,1.17896,-0.53302,0.186869
2.45324,2.8374,0.488848,0.989134
2.03707,1.60127,-0.949715,0.116172
2.51777,2.38167,0.931623,0.998331
2.41505,1.22262,-0.643668,0.964492
2.57323,1.16073,-0.483699,0.973548
2.96176,1.56541,-0.978904,0.119826
2.46293,1.29619,-0.801842,0.993115
2.59818,1.90022,-0.30833,0.952722
2.75466,1.37653,-0.925672,0.6966
2.61383,2.67542,0.851866,0.936655
2.03191,1.08527,-0.26467,0.100081
2.66432,2.46799,0.99487,0.869611
2.2002,2.91168,0.273885,0.588272
2.46614,1.51438,-0.99887,0.994291
2.91121,2.49755,0.999916,0.275322
2.47339,1.35664,-0.900182,0.996436
2.79462,1.47717,-0.997352,0.601333
2.04367,2.33733,0.872137,0.136766
2.6263,1.14235,-0.432425,0.922211
2.39876,2.06383,0.199152,0.949746
2.12865,1.0232,-0.0728127,0.393223
2.92033,2.7842,0.62714,0.247681
2.95199,2.50929,0.999463,0.150244
2.78381,2.14653,0.444207,0.628091
2.11636,2.99707,0.00921329,0.357421
2.52593,1.89824,-0.314239,0.996572
2.52473,1.09488,-0.293647,0.996876
2.28275,2.61165,0.939005,0.775914
2.67821,2.09855,0.304677,0.847298
2.64404,2.35407,0.896644,0.899252
2.57789,2.8485,0.458125,0.970135
2.91584,2.61462,0.935795,0.261307
2.66159,2.89553,0.322296,0.87382
2.10236,2.4131,0.962892,0.316024
2.18929,1.93958,-0.188666,0.560182
2.43659,2.51185,0.999216,0.980145
2.33668,2.02122,0.0666008,0.871132
2.4262,2.95597,0.137873,0.97317
2.59636,2.54414,0.990335,0.954422
2.17634,2.9441,0.17471,0.526074
2.30511,2.41088,0.960994,0.818268
2.54435,1.42131,-0.969504,0.990246
2.53426,2.42913,0.975231,0.994105
2.63213,2.68938,0.82808,0.915023
2.49043,2.48101,0.998143,0.999504
2.05745,2.28874,0.787649,0.179507
2.33476,1.25215,-0.711815,0.86818
2.68089,1.09789,-0.302679,0.842742
2.29523,1.9235,-0.238011,0.800065
2.26473,2.81527,0.548255,0.738985
2.44187,2.4541,0.989512,0.983298
2.71341,1.68821,-0.830151,0.783448
2.70455,1.66984,-0.860902,0.80045
2.72938,1.67911,-0.845729,0.751317
2.47912,1.08268,-0.256802,0.99774
2.95558,2.65418,0.884912,0.139076
2.60459,2.13997,0.425647,0.946402
2.92085,2.58023,0.968294,0.246083
2.25744,2.53762,0.992973,0.723375
2.2862,1.60837,-0.942497,0.782757
2.5704,1.45601,-0.990394,0.975555
2.95298,1.0769,-0.239241,0.147166
2.25576,2.00283,0.00888517,0.719739
2.63017,2.59222,0.958287,0.917477
2.52532,1.00895,-0.0281216,0.996726
2.2611,2.49375,0.999696,0.731271
2.11616,1.17641,-0.52621,0.356838
2.62205,1.98621,-0.0433076,0.927305
2.59183,1.45117,-0.988148,0.958627
2.93578,2.37729,0.926512,0.200375
2.51822,2.36808,0.915243,0.998252
2.86122,2.18721,0.554756,0.422256
2.30875,2.33447,0.867738,0.824809
2.27671,1.9609,-0.122507,0.763809
2.4209,2.26184,0.732873,0.969204
2.38055,1.8672,-0.405156,0.930369
2.80286,1.64374,-0.899717,0.580447
2.12081,1.001,-0.00313061,0.370469
2.55067,2.74831,0.710807,0.987261
2.65776,2.6229,0.926333,0.879584
2.98326,1.8745,-0.384082,0.0525664
2.72682,2.66031,0.875745,0.756613
2.33968,1.97876,-0.0666765,0.875749
2.02991,1.01297,-0.0407423,0.0938142
2.43252,1.86188,-0.420409,0.977508
2.52549,1.24192,-0.688874,0.996684
2.77234,2.43493,0.979127,0.655753
2.95207,2.74694,0.713811,0.149983
2.15268,1.53355,-0.994406,0.46146
2.51205,2.94362,0.176184,0.999197
2.69887,2.06057,0.189124,0.811011
2.56387,1.06078,-0.189785,0.979828
2.71504,1.10835,-0.333816,0.780273
2.8053,1.43873,-0.981482,0.574183
2.81806,2.70344,0.802545,0.54092
2.82418,1.42915,-0.975237,0.524637
2.69228,1.56247,-0.980707,0.822953
2.5531,2.42078,0.969117,0.986077
2.16738,2.07369,0.229412,0.501898
2.45522,1.29299,-0.79579,0.99001
2.5533,1.31843,-0.841586,0.985965
2.50013,1.38286,-0.932974,0.999905
2.51885,1.27882,-0.768061,0.998142
2.41638,2.86734,0.404768,0.965589
2.26342,2.61953,0.93021,0.736239
2.82659,1.48496,-0.998805,0.518204
2.35387,2.21373,0.62206,0.896357
2.94109,2.07783,0.242058,0.184005
2.31253,2.74678,0.71415,0.83143
2.11716,2.53888,0.992463,0.359779
2.17324,1.6622,-0.872859,0.51772
2.75379,1.54844,-0.988387,0.698558
2.44141,2.8344,0.497057,0.983021
2.1915,1.66112,-0.874523,0.565933
2.90609,1.8121,-0.556565,0.290753
2.20835,2.5895,0.960627,0.608776
2.79824,1.761,-0.682224,0.59219
2.98919,2.86865,0.401003,0.0339519
2.01636,1.07622,-0.237132,0.0513668
2.87656,1.06088,-0.190077,0.378109
2.80115,2.4775,0.997395,0.584793
2.88705,2.10931,0.336658,0.34741
2.71504,1.30125,-0.811227,0.780269
2.75836,1.42762,-0.974151,0.688229
2.31504,1.72198,-0.766494,0.835784
2.87477,1.50408,-0.999822,0.383345
2.15723,1.72933,-0.751478,0.474044
2.78877,2.3959,0.946957,0.615928
2.36689,1.37765,-0.926969,0.913736
2.89186,1.31669,-0.838629,0.33322
2.64242,2.70614,0.797443,0.901462
2.30577,2.39696,0.947996,0.819452
2.64303,2.74271,0.723064,0.900628
2.31848,1.12692,-0.388207,0.841697
2.40069,1.17866,-0.532223,0.951623
2.01801,1.63202,-0.915117,0.0565436
2.28237,2.59758,0.953278,0.775152
2.53507,1.74469,-0.718758,0.99384
2.35321,1.69943,-0.810009,0.895439
2.67455,2.78663,0.621184,0.853278
2.06701,2.87435,0.384549,0.208947
2.59419,2.46496,0.993862,0.956448
2.18485,2.05638,0.176175,0.548591
2.24129,2.22438,0.647928,0.687426
2.8107,2.77185,0.656894,0.560224
2.42665,2.98519,0.04651,0.973503
2.77495,1.95855,-0.129854,0.649507
2.20571,1.30666,-0.821082,0.602139
2.81363,1.04501,-0.14092,0.552568
2.34239,2.16649,0.499459,0.879837
2.9714,2.22792,0.656329,0.0897299
2.64497,1.92504,-0.233306,0.897979
2.15361,2.01071,0.0336512,0.464044
2.30685,1.8386,-0.485582,0.821394
2.40579,2.73818,0.732786,0.95643
2.68869,2.57175,0.974593,0.829299
2.15669,2.29961,0.808218,0.472567
2.60304,2.34543,0.884304,0.94796
2.80195,2.84132,0.478079,0.582758
2.86903,1.96093,-0.122431,0.399911
2.06835,2.53659,0.993341,0.213059
2.93868,2.35609,0.89947,0.191453
2.30512,2.07362,0.229206,0.818273
2.31906,1.75295,-0.700497,0.84267
2.36938,2.01834,0.0575845,0.916877
2.37131,1.2875,-0.785243,0.919314
2.16533,2.05431,0.169773,0.496311
2.38706,1.30845,-0.824251,0.937647
2.41014,1.85384,-0.443172,0.960335
2.82644,2.58087,0.967792,0.518611
2.73716,2.72923,0.751621,0.734958
2.82074,2.76856,0.664626,0.53382
2.13013,2.32437,0.851548,0.3975
2.66209,1.48514,-0.998837,0.873072
2.40351,2.97588,0.0756924,0.954361
2.5642,1.3616,-0.906898,0.979621
2.31563,2.88194,0.362444,0.836805
2.55685,1.28182,-0.774106,0.983984
2.13374,2.80337,0.579153,0.407871
2.60356,1.55882,-0.982883,0.94744
2.37488,2.94461,0.173129,0.923645
2.53004,2.24143,0.687759,0.995492
2.15441,2.50207,0.999867,0.466251
2.80481,2.16901,0.506339,0.575453
2.01128,2.08635,0.26792,0.0354207
2.87085,2.94475,0.172681,0.394646
2.68231,1.65422,-0.884806,0.840316
2.3995,1.54178,-0.991341,0.950468
2.81586,1.77492,-0.649591,0.546701
2.82348,2.12456,0.381358,0.526508
2.00403,2.72853,0.753066,0.0126601
2.67359,2.16088,0.484169,0.854849
2.34114,1.98294,-0.0535608,0.877995
2.5629,2.55539,0.984799,0.980446
2.48788,1.23376,-0.670077,0.999176
2.85903,2.83869,0.485316,0.428511
2.48847,2.42112,0.969373,0.999256
2.43057,1.51826,-0.998298,0.976202
2.4191,2.81071,0.5602,0.967824
2.50008,1.15393,-0.464912,0.999906
2.30468,2.9118,0.273534,0.817483
2.28493,1.69504,-0.817997,0.780237
2.32396,1.66558,-0.867658,0.850862
2.51509,2.39424,0.945222,0.998797
2.7074,2.48107,0.998155,0.795056
2.35006,2.94051,0.185787,0.891029
2.91991,1.70625,-0.797287,0.248946
2.74494,1.46928,-0.995268,0.718169
2.0729,1.6892,-0.828435,0.227007
2.71154,1.61967,-0.930124,0.787108
2.92126,2.98561,0.0451954,0.244831
2.91294,1.18042,-0.53692,0.27009
2.78513,2.53677,0.993282,0.624845
2.56791,2.38255,0.932602,0.977269
2.19144,1.81449,-0.550319,0.565772
2.62612,2.41441,0.963965,0.92243
2.84785,2.21257,0.619191,0.459957
2.90347,2.0374,0.117199,0.298615
2.60153,1.43838,-0.981259,0.949483
2.29971,2.20679,0.604854,0.808402
2.08066,2.68787,0.830759,0.250677
2.23094,2.27804,0.766526,0.663498
2.45318,1.75894,-0.686904,0.989105
2.7266,1.6444,-0.898779,0.757072
2.39491,2.2774,0.765231,0.945923
2.37075,2.94269,0.17905,0.918608
2.90628,1.99676,-0.0101906,0.290192
2.45412,1.52219,-0.99746,0.989521
2.04779,2.70505,0.799511,0.149543
2.29179,2.30245,0.813481,0.793503
2.37492,2.53723,0.993131,0.923687
2.9158,1.4258,-0.972858,0.261409
2.31305,2.41467,0.964181,0.832344
2.95484,2.92426,0.235677,0.141372
2.01368,2.15554,0.469382,0.0429655
2.01202,2.61075,0.939975,0.0377638
2.93314,1.39857,-0.949585,0.208471
2.39237,1.75311,-0.700134,0.943268
2.34835,1.96541,-0.108442,0.888582
2.77189,2.97946,0.064476,0.656815
2.35948,2.35705,0.900808,0.904039
2.47433,1.40574,-0.95638,0.996707
2.05871,2.16549,0.496731,0.183406
2.87346,1.8901,-0.338401,0.387114
2.57524,1.12452,-0.381262,0.97212
2.13202,2.77766,0.642995,0.402923
2.52699,1.4173,-0.966356,0.996308
2.61508,2.36079,0.905777,0.935297
2.35838,1.96286,-0.116411,0.902578
2.188,1.56951,-0.976146,0.556814
2.17959,2.11728,0.360117,0.534679
2.76809,1.84141,-0.477821,0.665727
2.11534,1.54971,-0.987773,0.354449
2.68224,2.96808,0.100115,0.840443
2.76867,2.54795,0.98857,0.664366
2.51695,2.1687,0.505495,0.998473
2.8393,1.6303,-0.917278,0.483622
2.3051,2.20237,0.593741,0.818241
2.18682,2.822,0.530459,0.553744
2.42659,1.80594,-0.572525,0.973458
2.55928,2.07397,0.230289,0.98263
2.78765,2.8079,0.567456,0.618697
2.45671,2.22613,0.652082,0.990673
2.23126,1.36121,-0.906389,0.664253
