                  num Nodes  Wall tot
=====================================
total...............      4     3.538

                  num Nodes  Wall max  Wall min  Wall avg
=========================================================
total...............      4     3.538     3.522     3.531
findInternal........      4 2.502e-05 1.932e-05 2.114e-05
findPeriodic........      4 4.649e-05  2.96e-05 3.478e-05
readData............      4   0.03233   0.03231   0.03232
particleBC..........      4    0.0105   0.01015   0.01035
updateParticle......      4    0.4871    0.3985    0.4339
locateParticles.....      4   0.05043   0.04862    0.0496
sendPreprocess......      4    0.1662    0.1593    0.1635
particleSend........      4   0.09611   0.04823   0.08322
particleDestroy.....      4   0.03423    0.0208   0.03039
particleRecv........      4    0.1995   0.04634   0.09823
solveWarmup.........      4   0.07992   0.07989    0.0799
scatter.............      4   0.00874  0.008161  0.008486
accumulateHalo......      4     0.972    0.9252    0.9509
solve...............      4    0.7105    0.7073     0.709
fillHalo............      4    0.9589    0.9088    0.9355
gather..............      4  0.008333  0.007985  0.008178
dumpData............      4    0.1346   0.08269    0.1083
pushVelocity........      4   0.01523   0.01366   0.01432
pushPosition........      4  0.007168  0.006896  0.007051
update..............      4    0.5029    0.4973    0.5002
loadBalance.........      4         0         0         0
