                  num Nodes  Wall tot
=====================================
total...............      4     22.98

                  num Nodes  Wall max  Wall min  Wall avg
=========================================================
total...............      4     22.98     22.96     22.97
findInternal........      4 1.445e-05 1.423e-05 1.433e-05
findPeriodic........      4 2.095e-05 1.979e-05  2.04e-05
Read Data...........      4     0.478    0.4639    0.4716
particleBC..........      4   0.03201   0.02712   0.02921
updateParticle......      4     3.069     2.258      2.51
locateParticles.....      4   0.07172   0.06182   0.06748
sendPreprocess......      4     1.792     1.278     1.417
particleSend........      4    0.5746    0.2216    0.4647
particleDestroy.....      4    0.2126    0.1751    0.2021
particleRecv........      4    0.8089    0.1397    0.3579
solveWarmup.........      4    0.1369     0.128    0.1318
scatter.............      4    0.5266    0.3183    0.3854
accumulateHalo......      4      1.34     1.231     1.277
solve...............      4     13.24     13.12     13.18
fillHalo............      4      1.58     1.463     1.529
gather..............      4    0.1281    0.1091    0.1179
dumpData............      4    0.6665    0.5847    0.6256
pushVelocity........      4     0.629    0.1053    0.4701
pushPosition........      4   0.01321    0.0108   0.01163
update..............      4     3.288     2.785     2.933
loadBalance.........      4         0         0         0
