                  num Nodes  Wall tot
=====================================
total...............      4     5.899

                  num Nodes  Wall max  Wall min  Wall avg
=========================================================
total...............      4     5.899     5.851     5.876
findInternal........      4 2.397e-05 1.776e-05 2.044e-05
findPeriodic........      4 3.824e-05 2.734e-05 3.165e-05
readData............      4    0.2594    0.2594    0.2594
particleBC..........      4   0.01225   0.01141   0.01194
updateParticle......      4     2.194    0.5383    0.9606
locateParticles.....      4   0.06567   0.06172   0.06397
sendPreprocess......      4    0.1718    0.1618     0.167
particleSend........      4     0.162    0.1183    0.1481
particleDestroy.....      4   0.04903    0.0366   0.04485
particleRecv........      4     1.803   0.09447    0.5276
solveWarmup.........      4    0.0939   0.09385   0.09388
scatter.............      4   0.01546   0.01335   0.01436
accumulateHalo......      4    0.9787    0.9242    0.9518
solve...............      4     1.022     1.018      1.02
fillHalo............      4    0.9833     0.925    0.9548
gather..............      4   0.01138   0.01077   0.01119
dumpData............      4    0.1384   0.07955    0.1087
pushVelocity........      4   0.01705   0.01512   0.01601
pushPosition........      4  0.008176  0.007731  0.008006
update..............      4     2.198     2.194     2.196
loadBalance.........      4         0         0         0
