                  num Nodes  Wall tot
=====================================
total...............      8     5.596

                  num Nodes  Wall max  Wall min  Wall avg
=========================================================
total...............      8     5.596     5.464     5.521
findInternal........      8  5.23e-05 3.777e-05 4.341e-05
findPeriodic........      8 6.649e-05  4.91e-05 5.502e-05
readData............      8     0.226     0.226     0.226
particleBC..........      8   0.01235   0.01089    0.0113
updateParticle......      8     1.314    0.7313    0.9134
locateParticles.....      8   0.06446   0.05935   0.06296
sendPreprocess......      8    0.2624    0.2513    0.2579
particleSend........      8    0.2223    0.1391    0.1881
particleDestroy.....      8   0.04771   0.03713   0.04413
particleRecv........      8    0.7847    0.1433     0.351
solveWarmup.........      8    0.2205    0.2204    0.2204
scatter.............      8   0.01293    0.0105   0.01141
accumulateHalo......      8     1.058     1.008     1.032
solve...............      8     1.095     1.092     1.093
fillHalo............      8     1.034     1.012     1.023
gather..............      8   0.01038   0.00979   0.01012
dumpData............      8    0.1156   0.09368    0.1041
pushVelocity........      8   0.01641   0.01451   0.01514
pushPosition........      8  0.007857  0.007266   0.00753
update..............      8     1.425     1.399     1.408
loadBalance.........      8         0         0         0
