                  num Nodes  Wall tot
=====================================
total...............      8     36.56

                  num Nodes  Wall max  Wall min  Wall avg
=========================================================
total...............      8     36.56     36.53     36.54
findInternal........      8 2.238e-05 1.707e-05 1.878e-05
findPeriodic........      8 2.912e-05 2.326e-05 2.526e-05
Read Data...........      8   0.08072   0.06897   0.07464
particleBC..........      8   0.02352    0.0208   0.02199
updateParticle......      8     14.26     13.09     13.33
locateParticles.....      8   0.01975   0.01462   0.01843
sendPreprocess......      8     13.44      12.2     12.44
particleSend........      8    0.4783    0.1524    0.3802
particleDestroy.....      8    0.1683    0.1033    0.1382
particleRecv........      8    0.5947    0.1584    0.3536
solveWarmup.........      8    0.1018   0.09065   0.09531
scatter.............      8   0.09823   0.04731   0.06487
accumulateHalo......      8     1.972     1.665     1.856
solve...............      8     11.78     11.68     11.74
fillHalo............      8     1.909     1.723     1.802
gather..............      8   0.01557   0.01391   0.01481
dumpData............      8      1.73     1.319     1.583
pushVelocity........      8    0.9617   0.04019    0.8024
pushPosition........      8  0.008371  0.007543   0.00781
update..............      8     15.51     14.25     14.48
loadBalance.........      8         0         0         0
