                  num Nodes  Wall tot
=====================================
total...............      2      32.1

                  num Nodes  Wall max  Wall min  Wall avg
=========================================================
total...............      2      32.1      32.1      32.1
findInternal........      2 1.344e-05 1.253e-05 1.299e-05
findPeriodic........      2 1.615e-05 1.584e-05 1.599e-05
Read Data...........      2    0.1437    0.1435    0.1436
particleBC..........      2   0.02554   0.02248   0.02401
updateParticle......      2     2.234      1.46     1.847
locateParticles.....      2   0.02713   0.02593   0.02653
sendPreprocess......      2     1.242    0.7239    0.9832
particleSend........      2    0.4824   0.08535    0.2839
particleDestroy.....      2    0.1631    0.1064    0.1348
particleRecv........      2    0.7732   0.06238    0.4178
solveWarmup.........      2   0.07179   0.06496   0.06837
scatter.............      2    0.1481    0.1018     0.125
accumulateHalo......      2     1.266    0.6021    0.9342
solve...............      2     25.53     25.52     25.53
fillHalo............      2     1.258    0.9017      1.08
gather..............      2   0.03209   0.03077   0.03143
dumpData............      2    0.6996    0.6353    0.6674
pushVelocity........      2    0.5704   0.06093    0.3157
pushPosition........      2   0.01094  0.008528  0.009736
update..............      2     2.271     1.754     2.012
loadBalance.........      2         0         0         0
