                  num Nodes  Wall tot
=====================================
total...............     16     47.41

                  num Nodes  Wall max  Wall min  Wall avg
=========================================================
total...............     16     47.41     47.39      47.4
findInternal........     16 2.911e-05 7.735e-06 1.808e-05
findPeriodic........     16 3.961e-05 2.188e-05 2.983e-05
Read Data...........     16   0.09482   0.07763    0.0851
particleBC..........     16   0.02222   0.01299   0.02038
updateParticle......     16     17.98     17.37     17.62
locateParticles.....     16   0.01697   0.01346   0.01604
sendPreprocess......     16     16.85     16.67     16.76
particleSend........     16    0.5276    0.2487    0.3871
particleDestroy.....     16    0.1493   0.08433    0.1252
particleRecv........     16    0.7853   0.06016    0.3352
solveWarmup.........     16    0.1083   0.08926   0.09834
scatter.............     16   0.06849   0.03076   0.04343
accumulateHalo......     16     2.328     1.967     2.114
solve...............     16     14.34     13.98     14.17
fillHalo............     16     2.444     2.036     2.232
gather..............     16   0.01249   0.00833   0.01004
dumpData............     16     1.578     1.317     1.462
pushVelocity........     16     1.104    0.9727     1.045
pushPosition........     16  0.007916  0.005019  0.006095
update..............     16     19.41     19.19     19.32
loadBalance.........     16         0         0         0
