                  num Nodes  Wall tot
=====================================
total...............      4     29.76

                  num Nodes  Wall max  Wall min  Wall avg
=========================================================
total...............      4     29.76     29.75     29.76
findInternal........      4 1.891e-05 1.426e-05 1.567e-05
findPeriodic........      4 2.243e-05 1.935e-05 2.086e-05
Read Data...........      4   0.09246   0.08373    0.0886
particleBC..........      4   0.02725    0.0213   0.02379
updateParticle......      4     4.525      3.51     3.849
locateParticles.....      4   0.02153   0.01896   0.02061
sendPreprocess......      4     3.502     2.703     2.919
particleSend........      4    0.4902   0.09502    0.3721
particleDestroy.....      4     0.151   0.09329    0.1352
particleRecv........      4    0.8143    0.1544    0.4008
solveWarmup.........      4    0.1324    0.1131    0.1213
scatter.............      4    0.1172   0.07601   0.08712
accumulateHalo......      4     1.829     1.368     1.591
solve...............      4     16.91     16.84     16.88
fillHalo............      4     1.743     1.419     1.633
gather..............      4   0.02158   0.01908   0.01996
dumpData............      4     1.139     1.076     1.099
pushVelocity........      4    0.7645   0.05634    0.5804
pushPosition........      4  0.008659  0.007616  0.007977
update..............      4      5.14     4.408     4.622
loadBalance.........      4         0         0         0
