                  num Nodes  Wall tot
=====================================
total...............      4      16.5

                  num Nodes  Wall max  Wall min  Wall avg
=========================================================
total...............      4      16.5     16.47     16.48
findInternal........      4 1.468e-05 1.401e-05 1.435e-05
findPeriodic........      4 3.154e-05 1.991e-05 2.414e-05
Read Data...........      4   0.03121   0.01885   0.02641
particleBC..........      4    0.0292   0.02099   0.02354
updateParticle......      4     4.171     2.903     3.275
locateParticles.....      4   0.01409   0.01149   0.01339
sendPreprocess......      4     3.263     2.431     2.671
particleSend........      4    0.2989   0.01317    0.1993
particleDestroy.....      4   0.05672   0.01335    0.0423
particleRecv........      4    0.8693     0.068    0.3485
solveWarmup.........      4   0.04881    0.0317   0.04285
scatter.............      4     0.037   0.02615    0.0299
accumulateHalo......      4     1.857     1.519     1.659
solve...............      4     4.423      4.38     4.395
fillHalo............      4     1.552     1.433     1.491
gather..............      4  0.009429  0.008934  0.009181
dumpData............      4     1.083     0.966     1.018
pushVelocity........      4    0.8282    0.0414     0.603
pushPosition........      4  0.008891  0.007481  0.007852
update..............      4     4.518     3.753     4.005
loadBalance.........      4         0         0         0
