                  num Nodes  Wall tot
=====================================
total...............      8      38.1

                  num Nodes  Wall max  Wall min  Wall avg
=========================================================
total...............      8      38.1     37.96     38.02
findInternal........      8 4.461e-05 3.847e-05 4.117e-05
findPeriodic........      8 8.281e-05 4.793e-05 5.767e-05
readData............      8      12.8      12.8      12.8
particleBC..........      8    0.1361    0.1093     0.122
updateParticle......      8     13.28     4.149     8.295
locateParticles.....      8     2.429      1.98      2.19
sendPreprocess......      8      1.06    0.5588    0.8254
particleSend........      8     5.654    0.5062     1.571
particleDestroy.....      8     0.152    0.1336    0.1399
particleRecv........      8     9.645    0.2664     3.559
solveWarmup.........      8    0.2041    0.1843    0.1966
scatter.............      8    0.1814    0.1575     0.167
accumulateHalo......      8     1.075     1.002     1.044
solve...............      8     4.969     4.812     4.897
fillHalo............      8     1.174     1.074     1.133
gather..............      8    0.2009    0.1841    0.1919
dumpData............      8    0.4493    0.2333    0.3049
pushVelocity........      8    0.1282    0.1018    0.1137
pushPosition........      8   0.06996   0.05628    0.0626
update..............      8     16.31     16.09     16.19
loadBalance.........      8         0         0         0
