                  num Nodes  Wall tot
=====================================
total...............      4     41.23

                  num Nodes  Wall max  Wall min  Wall avg
=========================================================
total...............      4     41.23     41.22     41.23
findInternal........      4 2.736e-05 1.794e-05 2.083e-05
findPeriodic........      4 3.943e-05 2.638e-05 3.129e-05
readData............      4     16.66     16.66     16.66
particleBC..........      4    0.2599    0.2161     0.234
updateParticle......      4     12.67     3.428     6.737
locateParticles.....      4     2.393     1.805     2.033
sendPreprocess......      4     0.955    0.2753    0.6894
particleSend........      4     4.307    0.3725     1.373
particleDestroy.....      4    0.1632    0.1459    0.1513
particleRecv........      4     9.449    0.1451     2.481
solveWarmup.........      4    0.1543    0.1437    0.1498
scatter.............      4    0.4625    0.3358    0.3822
accumulateHalo......      4     1.015    0.9021    0.9609
solve...............      4      6.82     6.669     6.745
fillHalo............      4     1.022    0.9292    0.9747
gather..............      4    0.3073    0.2619    0.2763
dumpData............      4    0.3818     0.287    0.3423
pushVelocity........      4    0.2518    0.2054    0.2239
pushPosition........      4    0.1302    0.1085    0.1174
update..............      4     13.54     13.39     13.49
loadBalance.........      4         0         0         0
