                  num Nodes  Wall tot
=====================================
total...............     16     50.82

                  num Nodes  Wall max  Wall min  Wall avg
=========================================================
total...............     16     50.82     50.79      50.8
findInternal........     16 2.469e-05 7.284e-06 1.725e-05
findPeriodic........     16 4.226e-05 2.225e-05 3.018e-05
Read Data...........     16    0.3338    0.3212    0.3255
particleBC..........     16   0.02769   0.01473   0.01893
updateParticle......     16     20.52     19.81     20.05
locateParticles.....     16   0.03619   0.02576   0.03135
sendPreprocess......     16     18.82     18.53     18.69
particleSend........     16     0.887    0.4911    0.6831
particleDestroy.....     16    0.2224    0.1618    0.1949
particleRecv........     16     1.021    0.0919    0.4501
solveWarmup.........     16    0.1375    0.1255    0.1293
scatter.............     16    0.3218    0.1096    0.1703
accumulateHalo......     16     2.222     1.666     1.936
solve...............     16     15.87     15.51     15.67
fillHalo............     16     2.572     2.073     2.279
gather..............     16   0.04379   0.03047   0.03544
dumpData............     16      1.72     1.286     1.518
pushVelocity........     16     1.004    0.8664    0.9291
pushPosition........     16  0.008844  0.005873  0.007045
update..............     16     21.71     21.25     21.45
loadBalance.........     16         0         0         0
