time, Ex_field_energy, Ex_max_norm
6.9999999999999831e+00 5.9523734057296529e-01 2.8825477741891765e-02
7.0499999999999829e+00 5.8988340193053201e-01 2.8637067271777797e-02
7.0999999999999828e+00 5.7883664322215589e-01 2.8258065225913023e-02
7.1499999999999826e+00 5.6235988722438845e-01 2.7764306376942802e-02
7.1999999999999824e+00 5.4087627607177169e-01 2.7267139649280629e-02
7.2499999999999822e+00 5.1487528738464061e-01 2.6304105611432475e-02
7.2999999999999821e+00 4.8494657420291137e-01 2.5805457367886701e-02
7.3499999999999819e+00 4.5175302952166196e-01 2.4982911406716546e-02
7.3999999999999817e+00 4.1591231726216327e-01 2.3713871303529862e-02
7.4499999999999815e+00 3.7816114994769895e-01 2.2614390848666125e-02
7.4999999999999813e+00 3.3922072120240049e-01 2.1645651567676436e-02
7.5499999999999812e+00 2.9982408105745983e-01 2.0852381040097574e-02
7.5999999999999810e+00 2.6068757921522140e-01 1.9903447019148625e-02
7.6499999999999808e+00 2.2247382132700322e-01 1.8794828183525958e-02
7.6999999999999806e+00 1.8583886265824656e-01 1.7685870462827623e-02
7.7499999999999805e+00 1.5139544557149470e-01 1.6459724067244625e-02
7.7999999999999803e+00 1.1967446314588591e-01 1.4955818785187522e-02
7.8499999999999801e+00 9.1132073826819232e-02 1.3721735665097452e-02
7.8999999999999799e+00 6.6179732896106666e-02 1.2694688815929805e-02
7.9499999999999797e+00 4.5117391705584438e-02 1.1469835970375408e-02
7.9999999999999796e+00 2.8173144399406588e-02 9.9794962453855149e-03
8.0499999999999794e+00 1.5478493397917051e-02 8.4644688202790714e-03
8.0999999999999801e+00 7.0833441870580887e-03 7.1606435523459844e-03
8.1499999999999808e+00 2.9509522695625608e-03 5.7102386855277104e-03
8.1999999999999815e+00 2.9653058964693823e-03 5.1256883225142972e-03
8.2499999999999822e+00 6.9338672304405267e-03 6.2921012794491344e-03
8.2999999999999829e+00 1.4578986530986956e-02 7.8246692181324733e-03
8.3499999999999837e+00 2.5573815619628452e-02 9.5674254388170114e-03
8.3999999999999844e+00 3.9545281360766384e-02 1.1174695957146570e-02
8.4499999999999851e+00 5.6050487785617394e-02 1.2457933954866801e-02
8.4999999999999858e+00 7.4628926313106470e-02 1.3350868586915011e-02
8.5499999999999865e+00 9.4777015053554042e-02 1.4034989864072154e-02
8.5999999999999872e+00 1.1598995730360477e-01 1.5258081422531431e-02
8.6499999999999879e+00 1.3777158020665026e-01 1.6582422382378895e-02
8.6999999999999886e+00 1.5960837881192311e-01 1.7496598075497111e-02
8.7499999999999893e+00 1.8098644635837927e-01 1.8166349820498733e-02
8.7999999999999901e+00 2.0147452542812408e-01 1.8831653084609778e-02
8.8499999999999908e+00 2.2063013607495655e-01 1.9379098391290282e-02
8.8999999999999915e+00 2.3808433362366060e-01 1.9931308065371228e-02
8.9499999999999922e+00 2.5350237378917878e-01 2.0454667707250334e-02
8.9999999999999929e+00 2.6657197022731788e-01 2.0583759935888034e-02
9.0499999999999936e+00 2.7706535606422028e-01 2.0596143426812791e-02
9.0999999999999943e+00 2.8481357456755979e-01 2.0738136728518083e-02
9.1499999999999950e+00 2.8967162756698783e-01 2.0792752609788547e-02
9.1999999999999957e+00 2.9160891035472936e-01 2.0743202637955836e-02
9.2499999999999964e+00 2.9067309886402282e-01 2.0757947223051434e-02
9.2999999999999972e+00 2.8689133679566925e-01 2.0485777726240974e-02
9.3499999999999979e+00 2.8034909560117027e-01 2.0474300579147252e-02
9.3999999999999986e+00 2.7127185788991337e-01 2.0129934838576728e-02
9.4499999999999993e+00 2.5988422649927695e-01 1.9711803181588237e-02
9.5000000000000000e+00 2.4641360942457347e-01 1.9423638675441130e-02
9.5500000000000007e+00 2.3113746339431479e-01 1.8714096273780116e-02
9.6000000000000014e+00 2.1440890953239419e-01 1.8159114560693891e-02
9.6500000000000021e+00 1.9656995139864586e-01 1.7710734900119259e-02
9.7000000000000028e+00 1.7795790565566919e-01 1.6919965450407037e-02
9.7500000000000036e+00 1.5888575226885043e-01 1.6052917413968446e-02
9.8000000000000043e+00 1.3972903408595741e-01 1.5408045091676431e-02
9.8500000000000050e+00 1.2086311803690442e-01 1.4616772144508185e-02
9.9000000000000057e+00 1.0259457460713473e-01 1.3492718202688112e-02
9.9500000000000064e+00 8.5198475862896555e-02 1.2640296197603469e-02
1.0000000000000007e+01 6.8969827818436760e-02 1.1797100038950846e-02
1.0050000000000008e+01 5.4153519533693052e-02 1.1079558113983369e-02
1.0100000000000009e+01 4.0964746624517226e-02 1.0225252679980248e-02
1.0150000000000009e+01 2.9567679305080554e-02 9.3600527983670190e-03
1.0200000000000010e+01 2.0087357282201897e-02 8.4173360492515725e-03
1.0250000000000011e+01 1.2622935978215798e-02 7.3000506995177456e-03
1.0300000000000011e+01 7.2159230941490314e-03 6.5726222334638847e-03
1.0350000000000012e+01 3.8747150813301435e-03 5.6201337670823441e-03
1.0400000000000013e+01 2.5659519762051019e-03 4.6734787747745293e-03
1.0450000000000014e+01 3.2262136438195661e-03 5.1992891211031832e-03
1.0500000000000014e+01 5.7546334282613859e-03 5.9822978207401080e-03
1.0550000000000015e+01 1.0013624534093130e-02 6.9660999512974669e-03
1.0600000000000016e+01 1.5829929212368313e-02 8.0091984110536845e-03
1.0650000000000016e+01 2.2998744987983565e-02 9.2245226091267306e-03
1.0700000000000017e+01 3.1306123598729772e-02 1.0125847516281082e-02
1.0750000000000018e+01 4.0533784024806077e-02 1.0643566455193015e-02
1.0800000000000018e+01 5.0431827407362476e-02 1.0901683645164901e-02
1.0850000000000019e+01 6.0738689324694076e-02 1.1703975845861749e-02
1.0900000000000020e+01 7.1205218006175700e-02 1.2136715950340023e-02
1.0950000000000021e+01 8.1604721644343597e-02 1.2449426566205533e-02
1.1000000000000021e+01 9.1726527862702370e-02 1.3112930230951661e-02
1.1050000000000022e+01 1.0133085455461045e-01 1.3840535949651194e-02
1.1100000000000023e+01 1.1022510203139990e-01 1.4271278921346010e-02
1.1150000000000023e+01 1.1823682673945120e-01 1.4635867236345105e-02
1.1200000000000024e+01 1.2520844728734873e-01 1.5036025810527537e-02
1.1250000000000025e+01 1.3100951121412693e-01 1.5532763129043814e-02
1.1300000000000026e+01 1.3552529158035750e-01 1.5779017991269149e-02
1.1350000000000026e+01 1.3868728889806756e-01 1.5623848492845361e-02
1.1400000000000027e+01 1.4048380666416191e-01 1.5583128649560246e-02
1.1450000000000028e+01 1.4089014060046215e-01 1.5457544985870288e-02
1.1500000000000028e+01 1.3992274740590843e-01 1.5634927615166820e-02
1.1550000000000029e+01 1.3762068642640313e-01 1.5562024022905007e-02
1.1600000000000030e+01 1.3402264012150072e-01 1.5242584379766933e-02
1.1650000000000031e+01 1.2924799255250990e-01 1.5009709311936343e-02
1.1700000000000031e+01 1.2341998449393320e-01 1.4815213018274334e-02
1.1750000000000032e+01 1.1663805254424051e-01 1.4769557852866971e-02
1.1800000000000033e+01 1.0904390158517836e-01 1.4692923639185911e-02
1.1850000000000033e+01 1.0080431290704944e-01 1.4200325834863178e-02
1.1900000000000034e+01 9.2089272669991756e-02 1.3668716912210461e-02
1.1950000000000035e+01 8.3064124875046844e-02 1.2985532503330498e-02
1.2000000000000036e+01 7.3885608185368143e-02 1.2315034345143923e-02
1.2050000000000036e+01 6.4736897633601409e-02 1.1618202790428075e-02
1.2100000000000037e+01 5.5784254182604395e-02 1.1297071681570058e-02
1.2150000000000038e+01 4.7170323815169855e-02 1.0871546928548654e-02
1.2200000000000038e+01 3.9029383709532621e-02 1.0253016069619899e-02
1.2250000000000039e+01 3.1494061267586484e-02 9.7320341102227429e-03
1.2300000000000040e+01 2.4669955055341811e-02 9.0787735198633989e-03
1.2350000000000041e+01 1.8655642550854001e-02 8.1594855610954749e-03
1.2400000000000041e+01 1.3530987777331166e-02 7.0462861643605110e-03
1.2450000000000042e+01 9.3427890624673497e-03 6.4155232476068519e-03
1.2500000000000043e+01 6.1387626484637027e-03 6.0112477936103553e-03
1.2550000000000043e+01 3.9345747671293242e-03 5.1275095529084427e-03
1.2600000000000044e+01 2.7330143128140518e-03 4.6638647732217273e-03
1.2650000000000045e+01 2.4969679326050770e-03 4.4900459687691532e-03
1.2700000000000045e+01 3.1875031807692081e-03 4.8121052476986269e-03
1.2750000000000046e+01 4.7470031215713264e-03 5.4055691711916093e-03
1.2800000000000047e+01 7.1026313942148473e-03 5.9729788224082286e-03
1.2850000000000048e+01 1.0160457344471413e-02 6.4045676694151742e-03
1.2900000000000048e+01 1.3825706219821952e-02 6.9728041336383096e-03
1.2950000000000049e+01 1.7996639031712433e-02 7.6859848276737558e-03
1.3000000000000050e+01 2.2569097879297284e-02 8.4411772453672797e-03
1.3050000000000050e+01 2.7405186038800822e-02 8.9889580912619529e-03
1.3100000000000051e+01 3.2395390265639694e-02 9.2050170627930774e-03
1.3150000000000052e+01 3.7440225304789236e-02 1.0082102594007963e-02
1.3200000000000053e+01 4.2417011235728573e-02 1.0550056979624620e-02
1.3250000000000053e+01 4.7205837354617419e-02 1.0705528389332591e-02
1.3300000000000054e+01 5.1719742774909205e-02 1.1047979378156473e-02
1.3350000000000055e+01 5.5865577157652467e-02 1.1396845224767450e-02
1.3400000000000055e+01 5.9569494577771873e-02 1.1616011969834422e-02
1.3450000000000056e+01 6.2772382074483032e-02 1.1582784069386535e-02
1.3500000000000057e+01 6.5405633369311392e-02 1.1710319996891965e-02
1.3550000000000058e+01 6.7404220533366213e-02 1.2011748808149264e-02
1.3600000000000058e+01 6.8763185982158706e-02 1.2609292654588660e-02
1.3650000000000059e+01 6.9467718189498345e-02 1.2719688140655567e-02
1.3700000000000060e+01 6.9503083090834875e-02 1.2333866972684682e-02
1.3750000000000060e+01 6.8868006384826513e-02 1.1906621819864145e-02
1.3800000000000061e+01 6.7594789022333415e-02 1.2008925721086373e-02
1.3850000000000062e+01 6.5728176480827807e-02 1.2120892721972774e-02
1.3900000000000063e+01 6.3291340062824483e-02 1.1886047819875982e-02
1.3950000000000063e+01 6.0355351164963870e-02 1.1917824505735919e-02
1.4000000000000064e+01 5.6990660038189880e-02 1.1617785518224403e-02
1.4050000000000065e+01 5.3263739666695648e-02 1.1223160352594942e-02
1.4100000000000065e+01 4.9245706887086467e-02 1.1058183300176331e-02
1.4150000000000066e+01 4.5012731558186032e-02 1.0818283241974218e-02
1.4200000000000067e+01 4.0641745942584066e-02 1.0520864708079088e-02
1.4250000000000068e+01 3.6224087111171442e-02 1.0070772884370655e-02
1.4300000000000068e+01 3.1847267045476038e-02 9.8053335552904745e-03
1.4350000000000069e+01 2.7576503182023784e-02 9.3622787721470650e-03
1.4400000000000070e+01 2.3467502113987813e-02 8.6989926569472110e-03
1.4450000000000070e+01 1.9597198016159025e-02 8.2454897318433844e-03
1.4500000000000071e+01 1.6024745837164320e-02 7.7060639328700954e-03
1.4550000000000072e+01 1.2804310638753503e-02 7.4311124255641205e-03
1.4600000000000072e+01 9.9808846118535841e-03 7.2395611073038007e-03
1.4650000000000073e+01 7.5878310135989325e-03 6.9560255633501307e-03
1.4700000000000074e+01 5.6454400351220986e-03 6.4584358373757367e-03
1.4750000000000075e+01 4.1674737630136910e-03 5.6022526917197052e-03
1.4800000000000075e+01 3.1585522383350316e-03 5.4210104386911567e-03
1.4850000000000076e+01 2.6109786520200021e-03 4.9664195030979597e-03
1.4900000000000077e+01 2.5074780267025699e-03 4.7081003232246430e-03
1.4950000000000077e+01 2.8317788903956232e-03 5.0733338486068881e-03
1.5000000000000078e+01 3.5604961384756227e-03 5.7159449488926248e-03
1.5050000000000079e+01 4.6665782395229321e-03 6.0766381874533702e-03
1.5100000000000080e+01 6.1072679548603067e-03 6.2245897198313057e-03
1.5150000000000080e+01 7.8358033602426332e-03 6.3245188517158856e-03
1.5200000000000081e+01 9.8024196113955433e-03 6.7325450656214895e-03
1.5250000000000082e+01 1.1961785514789203e-02 7.2266255661309915e-03
1.5300000000000082e+01 1.4247925802044200e-02 7.5890894087148782e-03
1.5350000000000083e+01 1.6601805125880244e-02 7.7947004142713853e-03
1.5400000000000084e+01 1.8966790061880814e-02 8.1563381164119157e-03
1.5450000000000085e+01 2.1291101153980370e-02 8.7215867335093036e-03
1.5500000000000085e+01 2.3528040071062316e-02 8.8469140891848323e-03
1.5550000000000086e+01 2.5631789202330706e-02 8.8929283869803918e-03
1.5600000000000087e+01 2.7548782029977310e-02 9.2916976371299163e-03
1.5650000000000087e+01 2.9242964883425308e-02 9.4863344145746514e-03
1.5700000000000088e+01 3.0696646910478714e-02 9.5419631445240755e-03
1.5750000000000089e+01 3.1865446468856230e-02 9.5347892153200015e-03
1.5800000000000090e+01 3.2715754799415700e-02 9.4042248702554780e-03
1.5850000000000090e+01 3.3258618550981486e-02 9.4311443272859733e-03
1.5900000000000091e+01 3.3506985513172514e-02 9.4611683647143792e-03
1.5950000000000092e+01 3.3460288887916086e-02 9.4120266056758623e-03
1.6000000000000092e+01 3.3112283415922324e-02 9.0599348941706216e-03
1.6050000000000093e+01 3.2472256953926713e-02 8.8044456275193847e-03
1.6100000000000094e+01 3.1559282960604070e-02 8.7335481902663260e-03
1.6150000000000095e+01 3.0374103941639124e-02 8.7491394170462321e-03
1.6200000000000095e+01 2.8959620588494897e-02 8.7576542747217108e-03
1.6250000000000096e+01 2.7337601157554112e-02 8.7762100980671564e-03
1.6300000000000097e+01 2.5536044200546126e-02 8.7514232318337184e-03
1.6350000000000097e+01 2.3612312714988620e-02 8.5461870416886319e-03
1.6400000000000098e+01 2.1591225422495735e-02 8.0945692506968880e-03
1.6450000000000099e+01 1.9514297287317354e-02 7.8646577050028709e-03
1.6500000000000099e+01 1.7419240552004740e-02 7.6232834351087752e-03
1.6550000000000100e+01 1.5353869345287142e-02 7.5057179679226035e-03
1.6600000000000101e+01 1.3364792349568404e-02 7.1975253637518687e-03
1.6650000000000102e+01 1.1481407430939431e-02 7.2371342107356617e-03
1.6700000000000102e+01 9.7247732901937344e-03 7.2102285690503753e-03
1.6750000000000103e+01 8.1165569316433341e-03 6.7180531432653413e-03
1.6800000000000104e+01 6.6810327194552349e-03 6.1764746647057786e-03
1.6850000000000104e+01 5.4385036606260061e-03 5.6974286580708513e-03
1.6900000000000105e+01 4.4027048817479996e-03 5.3906534918460331e-03
1.6950000000000106e+01 3.5850699790044823e-03 5.1101241939850378e-03
1.7000000000000107e+01 2.9847966204809666e-03 4.7235542587092290e-03
1.7050000000000107e+01 2.6075894218403552e-03 4.4830962285092400e-03
1.7100000000000108e+01 2.4482717219005481e-03 4.6870036900410967e-03
1.7150000000000109e+01 2.5010342951079915e-03 5.0935901688136855e-03
1.7200000000000109e+01 2.7552827273608508e-03 4.9707639189938901e-03
1.7250000000000110e+01 3.1892129914848346e-03 4.7461296865218532e-03
1.7300000000000111e+01 3.7912238068659211e-03 5.0836744917730405e-03
1.7350000000000112e+01 4.5421972785073027e-03 5.3352527978687428e-03
1.7400000000000112e+01 5.4185012939383537e-03 5.5052472074146961e-03
1.7450000000000113e+01 6.3891138991467519e-03 5.5037548981061637e-03
1.7500000000000114e+01 7.4359868897468477e-03 5.5807168640360843e-03
1.7550000000000114e+01 8.5352176872495796e-03 6.1443339131031704e-03
1.7600000000000115e+01 9.6564489202734666e-03 6.2977900780133234e-03
1.7650000000000116e+01 1.0772493504907537e-02 6.7984386354846445e-03
1.7700000000000117e+01 1.1865220478236439e-02 7.0827424342638839e-03
1.7750000000000117e+01 1.2896196034658844e-02 7.3216438635352521e-03
1.7800000000000118e+01 1.3851966484926953e-02 7.5431045428382380e-03
1.7850000000000119e+01 1.4717553112293676e-02 7.6237431987910892e-03
1.7900000000000119e+01 1.5478674641265336e-02 7.8374350535230508e-03
1.7950000000000120e+01 1.6126087739640985e-02 8.0093740128047621e-03
1.8000000000000121e+01 1.6637538105754232e-02 8.2597992411132248e-03
1.8050000000000122e+01 1.7006007618744382e-02 8.4024075813839590e-03
1.8100000000000122e+01 1.7228780370615329e-02 8.3644507347136968e-03
1.8150000000000123e+01 1.7309230916331027e-02 8.1109700429304044e-03
1.8200000000000124e+01 1.7240386003780403e-02 7.5000764467707676e-03
1.8250000000000124e+01 1.7012863128077420e-02 7.5172204122074980e-03
1.8300000000000125e+01 1.6645914581831223e-02 7.5386087470637447e-03
1.8350000000000126e+01 1.6143675891432303e-02 7.8055758367256665e-03
1.8400000000000126e+01 1.5533913707790437e-02 7.8105376188415078e-03
1.8450000000000127e+01 1.4832800005776045e-02 7.4890964493012158e-03
1.8500000000000128e+01 1.4034097281726289e-02 7.5111818639964842e-03
1.8550000000000129e+01 1.3154615784165628e-02 7.5787059694878726e-03
1.8600000000000129e+01 1.2216668674291539e-02 7.5377897864157750e-03
1.8650000000000130e+01 1.1233716878957850e-02 7.4740894066924572e-03
1.8700000000000131e+01 1.0226540997393124e-02 7.1457282381213192e-03
1.8750000000000131e+01 9.2090762865333717e-03 6.6470092036176138e-03
1.8800000000000132e+01 8.2062266684801346e-03 6.3564780528582512e-03
1.8850000000000133e+01 7.2474441645872193e-03 5.9960952720382200e-03
1.8900000000000134e+01 6.3494994657360571e-03 5.8927324174257081e-03
1.8950000000000134e+01 5.5206494383258416e-03 5.9346619125085504e-03
1.9000000000000135e+01 4.7785934447447092e-03 5.6415396852307403e-03
1.9050000000000136e+01 4.1315617503753805e-03 5.4240483010911849e-03
1.9100000000000136e+01 3.5832066582322350e-03 5.4029148607477396e-03
1.9150000000000137e+01 3.1337992016378332e-03 5.3612237173408257e-03
1.9200000000000138e+01 2.8033218368407153e-03 5.4410690543327386e-03
1.9250000000000139e+01 2.5927657264503768e-03 5.3984616318497073e-03
1.9300000000000139e+01 2.4893685272412555e-03 5.2820758548728659e-03
