                  num Nodes  Wall tot
=====================================
total...............      8     14.65

                  num Nodes  Wall max  Wall min  Wall avg
=========================================================
total...............      8     14.65     14.55      14.6
findInternal........      8 4.886e-05 3.772e-05  4.26e-05
findPeriodic........      8 5.782e-05 4.867e-05 5.294e-05
readData............      8     1.661     1.661     1.661
particleBC..........      8   0.01904   0.01748   0.01817
updateParticle......      8     6.706     1.779     3.873
locateParticles.....      8    0.7491     0.613    0.6709
sendPreprocess......      8    0.5269    0.3922    0.4678
particleSend........      8     1.714    0.2639    0.6356
particleDestroy.....      8   0.06399   0.05791   0.06255
particleRecv........      8     5.234    0.2275     2.027
solveWarmup.........      8    0.1878    0.1809    0.1851
scatter.............      8   0.03885   0.02882   0.03329
accumulateHalo......      8     1.054     1.019     1.039
solve...............      8     1.815     1.796     1.804
fillHalo............      8     1.066     1.046     1.059
gather..............      8   0.02763   0.02522    0.0263
dumpData............      8    0.1521    0.1193    0.1361
pushVelocity........      8   0.02598   0.02344   0.02446
pushPosition........      8   0.01269   0.01138   0.01201
update..............      8     8.183     7.948      8.06
loadBalance.........      8         0         0         0
