                  num Nodes  Wall tot
=====================================
total...............      4      12.7

                  num Nodes  Wall max  Wall min  Wall avg
=========================================================
total...............      4      12.7     12.69      12.7
findInternal........      4 2.538e-05   1.8e-05  2.09e-05
findPeriodic........      4 3.795e-05 2.941e-05 3.269e-05
readData............      4     2.078     2.078     2.078
particleBC..........      4   0.02334   0.02163   0.02252
updateParticle......      4     5.357     1.292     2.656
locateParticles.....      4    0.6297    0.5203    0.5885
sendPreprocess......      4    0.3348    0.2192    0.2635
particleSend........      4     1.572     0.187     0.555
particleDestroy.....      4   0.07637   0.06454   0.07041
particleRecv........      4     4.248    0.1373     1.169
solveWarmup.........      4    0.1079     0.107    0.1074
scatter.............      4   0.05093   0.04584   0.04939
accumulateHalo......      4    0.9542    0.9033      0.93
solve...............      4     2.373     2.337     2.354
fillHalo............      4    0.9658    0.9126    0.9403
gather..............      4   0.03547   0.03406   0.03472
dumpData............      4    0.1704    0.1263     0.148
pushVelocity........      4   0.04051   0.03496   0.03757
pushPosition........      4   0.01631   0.01526   0.01591
update..............      4      5.59     5.543     5.575
loadBalance.........      4         0         0         0
