                  num Nodes  Wall tot
=====================================
total...............      8       509

                  num Nodes  Wall max  Wall min  Wall avg
=========================================================
total...............      8       509       509       509
findInternal........      8 2.231e-05 1.755e-05  1.86e-05
findPeriodic........      8 2.909e-05 2.289e-05  2.45e-05
Read Data...........      8     1.791     1.768     1.777
particleBC..........      8   0.05617   0.04919   0.05299
updateParticle......      8     58.41     56.57     57.16
locateParticles.....      8    0.3798    0.3038    0.3441
sendPreprocess......      8     54.66     52.94     53.56
particleSend........      8     1.887     1.272      1.56
particleDestroy.....      8    0.2738    0.2226    0.2532
particleRecv........      8     2.172    0.8824     1.447
solveWarmup.........      8    0.8378    0.8241    0.8293
scatter.............      8     1.923     1.054     1.364
accumulateHalo......      8      3.83     3.207     3.492
solve...............      8     422.4     418.7     420.1
fillHalo............      8     7.643     3.515      6.03
gather..............      8     2.072    0.9811     1.598
dumpData............      8     5.923     4.206     5.023
pushVelocity........      8     1.966     1.045     1.549
pushPosition........      8   0.03573   0.02797   0.03157
update..............      8     59.74     57.97     58.57
loadBalance.........      8         0         0         0
