                  num Nodes  Wall tot
=====================================
total...............      8     639.1

                  num Nodes  Wall max  Wall min  Wall avg
=========================================================
total...............      8     639.1     639.1     639.1
findInternal........      8 2.032e-05 1.837e-05 1.918e-05
findPeriodic........      8 2.887e-05 2.247e-05 2.492e-05
Read Data...........      8     12.66     12.65     12.65
particleBC..........      8     1.043    0.5797    0.7864
updateParticle......      8     88.17     60.05      72.1
locateParticles.....      8     2.855     2.242     2.579
sendPreprocess......      8     54.23     52.84     53.51
particleSend........      8     14.05     1.847     4.799
particleDestroy.....      8    0.4158     0.394    0.4065
particleRecv........      8     29.78    0.9127      10.8
solveWarmup.........      8     1.072     1.062     1.066
scatter.............      8     10.85     7.134     8.538
accumulateHalo......      8     8.061     3.988     6.656
solve...............      8     479.2     472.1     475.9
fillHalo............      8     11.03     2.786     6.852
gather..............      8     7.366     6.262      6.68
dumpData............      8     6.452     2.736     5.229
pushVelocity........      8     3.917     2.947     3.227
pushPosition........      8    0.8536    0.6265    0.7301
update..............      8     96.97     96.04     96.56
loadBalance.........      8         0         0         0
