                  num Nodes  Wall tot
=====================================
total...............      8     33.13

                  num Nodes  Wall max  Wall min  Wall avg
=========================================================
total...............      8     33.13      33.1     33.12
findInternal........      8  2.27e-05 1.697e-05 1.812e-05
findPeriodic........      8 2.958e-05 2.266e-05 2.485e-05
Read Data...........      8    0.0195   0.01072   0.01549
particleBC..........      8   0.02423   0.02051   0.02175
updateParticle......      8      15.7     14.25     14.54
locateParticles.....      8   0.01382   0.01162   0.01343
sendPreprocess......      8     15.11     13.72     14.02
particleSend........      8    0.2599   0.05854    0.1626
particleDestroy.....      8   0.06205   0.02164   0.03935
particleRecv........      8    0.5136   0.06404    0.3066
solveWarmup.........      8   0.06064   0.04951   0.05368
scatter.............      8   0.02628    0.0191   0.02209
accumulateHalo......      8     2.315     1.858     1.989
solve...............      8     6.097     6.051     6.074
fillHalo............      8     2.001     1.819      1.89
gather..............      8  0.008497  0.008093  0.008289
dumpData............      8     1.925      1.45     1.758
pushVelocity........      8    0.9756   0.03627    0.8144
pushPosition........      8  0.008373  0.007289  0.007575
update..............      8        17     15.54     15.86
loadBalance.........      8         0         0         0
