                  num Nodes  Wall tot
=====================================
total...............      2     909.4

                  num Nodes  Wall max  Wall min  Wall avg
=========================================================
total...............      2     909.4     909.4     909.4
findInternal........      2 1.397e-05  1.28e-05 1.338e-05
findPeriodic........      2 1.648e-05 1.556e-05 1.602e-05
Read Data...........      2     3.296     3.287     3.292
particleBC..........      2    0.2301    0.1846    0.2073
updateParticle......      2     6.785     2.422     4.603
locateParticles.....      2     1.081    0.9503     1.016
sendPreprocess......      2     0.679    0.5668    0.6229
particleSend........      2    0.3931    0.3422    0.3677
particleDestroy.....      2    0.2931    0.2897    0.2914
particleRecv........      2     4.449    0.1595     2.304
solveWarmup.........      2     1.826      1.82     1.823
scatter.............      2     3.833     3.174     3.504
accumulateHalo......      2     7.323     6.815     7.069
solve...............      2     871.6     869.9     870.7
fillHalo............      2    0.9422    0.9394    0.9408
gather..............      2     2.285     2.088     2.187
dumpData............      2    0.6067    0.3479    0.4773
pushVelocity........      2     1.233     1.162     1.198
pushPosition........      2    0.3299    0.2782     0.304
update..............      2     9.233     6.926     8.079
loadBalance.........      2         0         0         0
