                  num Nodes  Wall tot
=====================================
total...............      4     607.9

                  num Nodes  Wall max  Wall min  Wall avg
=========================================================
total...............      4     607.9     607.9     607.9
findInternal........      4 1.951e-05  1.41e-05 1.627e-05
findPeriodic........      4 2.175e-05 1.996e-05  2.06e-05
Read Data...........      4     2.406     2.402     2.404
particleBC..........      4    0.1006   0.08845   0.09221
updateParticle......      4     9.995      8.12     8.681
locateParticles.....      4    0.6669    0.5609     0.612
sendPreprocess......      4      5.75     4.522     5.008
particleSend........      4     1.659    0.5873     1.246
particleDestroy.....      4    0.2694    0.2483    0.2621
particleRecv........      4     3.969    0.5421     1.551
solveWarmup.........      4     1.156     1.149     1.153
scatter.............      4     2.742     1.863     2.151
accumulateHalo......      4     4.815     3.719       4.4
solve...............      4     572.7     570.6     571.5
fillHalo............      4     4.343      3.38     4.003
gather..............      4     1.321     1.151     1.218
dumpData............      4     1.447    0.3896     1.026
pushVelocity........      4     1.792    0.7555     1.399
pushPosition........      4    0.1234   0.08343    0.0984
update..............      4     11.73     10.08     10.91
loadBalance.........      4         0         0         0
