                  num Nodes  Wall tot
=====================================
total...............      8     4.434

                  num Nodes  Wall max  Wall min  Wall avg
=========================================================
total...............      8     4.434      4.28     4.369
findInternal........      8 4.658e-05 3.819e-05 4.062e-05
findPeriodic........      8 6.058e-05 4.971e-05 5.278e-05
readData............      8   0.02528   0.02526   0.02527
particleBC..........      8   0.01207   0.01013   0.01057
updateParticle......      8    0.6594    0.5613    0.6092
locateParticles.....      8   0.05315   0.04914   0.05034
sendPreprocess......      8    0.2562    0.2472     0.253
particleSend........      8    0.1488    0.0592    0.1058
particleDestroy.....      8     0.034   0.02377   0.03015
particleRecv........      8    0.2414   0.07305    0.1608
solveWarmup.........      8    0.1893    0.1892    0.1892
scatter.............      8  0.008543  0.007799  0.008082
accumulateHalo......      8     1.049    0.9932     1.021
solve...............      8    0.9734    0.9583    0.9666
fillHalo............      8     1.046    0.9932      1.02
gather..............      8  0.008506  0.008083  0.008261
dumpData............      8    0.1127   0.05031   0.08292
pushVelocity........      8   0.01491   0.01379   0.01434
pushPosition........      8  0.007616  0.006864    0.0071
update..............      8    0.6805    0.6762     0.678
loadBalance.........      8         0         0         0
