                  num Nodes  Wall tot
=====================================
total...............      2     3.291

                  num Nodes  Wall max  Wall min  Wall avg
=========================================================
total...............      2     3.291     3.286     3.288
findInternal........      2 1.487e-05 1.144e-05 1.316e-05
findPeriodic........      2 2.545e-05 2.429e-05 2.487e-05
readData............      2   0.06697   0.06696   0.06697
particleBC..........      2   0.01089   0.01056   0.01072
updateParticle......      2     0.532     0.329    0.4305
locateParticles.....      2   0.05023   0.05008   0.05015
sendPreprocess......      2    0.1167    0.1134     0.115
particleSend........      2   0.07854   0.05771   0.06812
particleDestroy.....      2   0.03546   0.02414    0.0298
particleRecv........      2    0.2778   0.03934    0.1586
solveWarmup.........      2    0.2373    0.2373    0.2373
scatter.............      2  0.009855  0.009523  0.009689
accumulateHalo......      2    0.7515    0.7102    0.7308
solve...............      2    0.6759    0.6731    0.6745
fillHalo............      2    0.7573    0.7465    0.7519
gather..............      2  0.008745  0.008597  0.008671
dumpData............      2   0.09819   0.08214   0.09017
pushVelocity........      2   0.01543   0.01476    0.0151
pushPosition........      2  0.007316  0.007078  0.007197
update..............      2    0.5295    0.5263    0.5279
loadBalance.........      2         0         0         0
