                  num Nodes  Wall tot
=====================================
total...............      2      1350

                  num Nodes  Wall max  Wall min  Wall avg
=========================================================
total...............      2      1350      1350      1350
findInternal........      2 1.323e-05 1.321e-05 1.322e-05
findPeriodic........      2 2.085e-05 1.832e-05 1.959e-05
Read Data...........      2     25.47     25.47     25.47
particleBC..........      2     6.443     5.775     6.109
updateParticle......      2     57.88     18.24     38.06
locateParticles.....      2     9.269     8.023     8.646
sendPreprocess......      2     5.474     5.057     5.265
particleSend........      2     2.467     1.773      2.12
particleDestroy.....      2    0.8059    0.7457    0.7758
particleRecv........      2     40.97     1.527     21.25
solveWarmup.........      2     2.723     2.716     2.719
scatter.............      2     27.25     23.69     25.47
accumulateHalo......      2     6.391     4.239     5.315
solve...............      2      1176      1173      1175
fillHalo............      2     9.107      7.09     8.098
gather..............      2      21.1     18.73     19.91
dumpData............      2     7.941     1.457     4.699
pushVelocity........      2     7.811     7.739     7.775
pushPosition........      2     3.298     3.251     3.275
update..............      2     63.56     62.53     63.04
loadBalance.........      2         0         0         0
