                  num Nodes  Wall tot
=====================================
total...............     16     480.9

                  num Nodes  Wall max  Wall min  Wall avg
=========================================================
total...............     16     480.9     480.9     480.9
findInternal........     16 2.408e-05 8.138e-06 1.788e-05
findPeriodic........     16 4.391e-05 2.248e-05 2.983e-05
Read Data...........     16      10.5     10.49      10.5
particleBC..........     16     0.336    0.1415    0.2196
updateParticle......     16     123.9     94.77     103.7
locateParticles.....     16      2.21     1.308     1.762
sendPreprocess......     16     90.61     88.51     89.77
particleSend........     16     15.75     1.697     4.322
particleDestroy.....     16    0.3664    0.3215    0.3454
particleRecv........     16     29.69    0.4782     7.525
solveWarmup.........     16    0.6375    0.6192    0.6285
scatter.............     16     7.641     4.037     5.154
accumulateHalo......     16     9.851     5.465     8.512
solve...............     16     284.9     282.2     283.7
fillHalo............     16     7.937     6.306     7.092
gather..............     16     4.567     3.607      4.18
dumpData............     16     8.427       6.6     7.613
pushVelocity........     16       2.6     1.938     2.194
pushPosition........     16    0.4283    0.2136     0.311
update..............     16     127.4       126     126.6
loadBalance.........     16         0         0         0
